Reported on,Co. Name,Ext. Requestor,Property Name,Category,Order Group Description,Floor/unit or space,"Breakdown?
(Yes/No)",Description,Nature of feedback/complants (& Finding),Action taken,Start date & time,Acknowledged date,Technically completed on,Status,Customer/ FED Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/3/2017 02:00 AM,Cushman & Wakefiled,Nazri,Fusionopolis Tower A,Feedback,Lighting,Basement 2,,"Lights not working at B2 near pillar N2, B3 lot 181, B3 lot 202",Check and verified by Nazri,"Replaced 6nos TL5 tubes, 3 nos ballast",14/3/2017 02:01 AM,14/3/2017 02:15 AM,14/3/2017 03:00 AM,,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/3/2017 04:00 AM,Cushman & Wakefiled,Nazri,Fusionopolis Tower A,Feedback,Lighting,Basement 2,,Lights not working at B2 & B3 carpark and staircase ,Check and verified by Rosman,"Replaced 7nos ballast, 3nos battery pack, 18nos 28w/840 TL5",14/3/2017 04:01 AM,14/3/2017 04:15 AM,14/3/2017 04:45 AM,,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/3/2017 04:05 PM,MA A'Star,Mariana,Fusionopolis Tower A,Feedback,Lift,Level 8,,PL20 door problem,Lee Otis recified on site,Otis contractor adjusted car door and landing door  ,14/3/2017 04:06 PM,15/3/2017 09:45 AM,15/3/2017 10:30 AM,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/3/2017 06:00 PM,Cushman & Wakefiled,Nazri,Fusionopolis Tower B,Feedback,Lighting,Basement 3,,Lights not working at carpark & loading bay,Check and verified by Samy ,"Replaced 2nos ballast at loading bay, 8nos TL5 tube at carpark & B3 carpark lot 154 & 82",14/3/2017 06:01 PM,14/3/2017 06:05 PM,14/3/2017 06:45 PM,,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/3/2017 07:00 PM,Cushman & Wakefiled,Nazri,Fusionopolis Tower A,Feedback,Lighting,Level 2,,"Lights not working at staircase 2A at level 2,4,8,10,12",Check and verified by Samy ,Replaced light TL5 28w/840,14/3/2017 07:01 PM,14/3/2017 07:04 PM,14/3/2017 07:30 PM,,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/3/2017 11:52 AM,Sodexo Services Asia Pte Ltd,Tiana,Fusionopolis Tower A,Feedback,Lift,Level 16,,GL & SL down,Lee Otis recified on site,Otis contractor adjusted SL1 door and reset door system GL1,15/3/2017 11:53 AM,15/3/2017 11:55 AM,15/3/2017 12:10 PM,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/3/2017 03:15 PM,Cushman & Wakefiled,Shah,MUH,Feedback,Lighting,Level 1,,Lights not working,Tech Shah checked and verified on site ,Tech Shah replaced 2no. 14w/840 T5 tubes (2 ft) at S/C c & 7. 1no 28w/865 T5 tube at carpark lot 70,16/3/2017 03:16 PM,16/3/2017 03:20 PM,16/3/2017 03:45 PM,,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/3/2017 05:30 PM,Cushman & Wakefiled,Amir,Fusionopolis Tower A,Feedback,Lighting,Level 1,,Lights not working,Techs checked and verified on site,"Replaced 5no.T5 840 4feet, 1no.T2 830 5feet, 1no.ballast, 10no.T5 840 4feet, 4no. EB C228, 1no power pack, 2no. PLC 18w 4p840",16/3/2017 05:30 PM,16/3/2017 05:35 PM,16/3/2017 10:00 PM,,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/3/2017 05:30 PM,Cushman & Wakefiled,Amir,Fusionopolis Tower B,Feedback,Lighting,Basement 1,,Lights not working,Techs checked and verified on site,"Replaced 28nos. PLC840 4 pin, 22nos.ballast  18W",16/3/2017 05:30 PM,16/3/2017 05:38 PM,16/3/2017 10:30 PM,,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/3/2017 10:30 AM,Cushman & Wakefiled,Samy,Fusionopolis Tower A,Feedback,Lighting,Basement 2,,Lights not working,Techs checked and verified on site,"Replaced 2nos.ballast at S/C 1A Lv 2/carpark, 2nos battery pack, 10nos. 28w/840 at carpark B3 lot 44",19/3/2017 10:31 AM,19/3/2017 10:40 AM,19/3/2017 02:00 PM,,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/3/2017 05:45 PM,Pico Guards Pte Ltd,Vimala,Fusionopolis Tower B,Feedback,Building Defects,Level 1,,"Glass Panel for the Canopy  at Drop- Off Point damaged by Contractor. 1.At around 1745 hours, WSSO Vimala spotted the crack lines on the glass panel at the Drop- Off point. 2. Immediately, the situation was reported to CSO Andrew and with C&W Technicians. 3. C&W Techs, Nasri and Samy, went with CSO Andrew and found out that Jiang Ho Contractors had damaged the glass panel at the Plaza area near Drop-off Point while rectifying the defect at Tower B between Levels 3 & 4. 4. The affected area was cordoned off and GS & Jiang Ho Supervisors were informed to take out the damaged glass panel immediately. 5. At around 2251hrs. Jiang Ho was able to remove the glass and cleaned up the area.",Glass panel was found to have been damaged by Jiang Ho contractors.,Damaged glass panel was immediately removed by Jiang Ho. Informed GS (Main Contractor) to replace as soon as possible.,19/3/2017 05:46 PM,19/3/2017 06:00 PM,19/3/2017 10:51 PM,,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/3/2017 08:30 AM,Cushman & Wakefiled,Kogi,Fusionopolis Tower A,Feedback,Lighting,Basement 2,,Lights not working,Techs checked and verified on site,"Replaced 2no ballast, 2no. Battery, 4no. T5 tubes",20/3/2017 08:31 AM,20/3/2017 08:45 AM,20/3/2017 09:45 AM,,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/3/2017 08:00 AM,Cushman & Wakefiled,Kogi,Fusionopolis Tower A,Feedback,Lighting,Basement 1,,Lights not working,Techs checked and verified on site,"Replaced 2nos. T5 840 4feet, 1 ballast,1 power pack, 2nos T5 840 4 feet, 2nos T5 840  feet, 1 ballast, 1 power pack",21/3/2017 08:10 AM,21/3/2017 09:30 AM,21/3/2017 03:45 PM,,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/3/2017 08:35 AM,Cushman & Wakefiled,Kogi,Fusionopolis Tower A,Feedback,other M&E,Level 1,,Alarm UPS system,"Optima contractor checked on site, no reading on the system",Pending quotation,21/3/2017 08:36 AM,,,,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/3/2017 03:00 PM,Cushman & Wakefiled,Shah,MUH,Feedback,Lighting,Level 1,,Lights not working,Techs checked and verified on site,Replaced 2nos T5 4ft tube ,22/3/2017 03:01 PM,22/3/2017 03:10 PM,22/3/2017 03:25 PM,,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/3/2017 02:00 PM,Cushman & Wakefiled,Samy,Fusionopolis Tower B,Feedback,Lighting,Basement 1,,Light not working at bulk store B1,Tech Faiz checked and verified on site ,Replaced 2nos T5 840,23/3/2017 02:01 PM,23/3/2017 02:30 PM,23/3/2017 03:00 PM,,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/3/2017 02:15 PM,Cushman & Wakefiled,Shah,MUH,Feedback,Lighting,Level 1,,Lights not working,Techs checked and verified on site,Replaced 18w ballast,23/3/2017 02:16 PM,23/3/2017 02:20 PM,23/3/2017 02:30 PM,,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/3/2017 02:40 PM,MA A'Star,Mariana,Fusionopolis Tower B,Feedback,Lift,Level 7,,Call button no light inside GL2,C&W tech verified on site ,Otis Tech Lee has tighten call button terminal,23/3/2017 02:41 PM,24/3/2017 10:30 AM,24/3/2017 02:00 PM,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/3/2017 03:00 PM,Cushman & Wakefiled,Amir,Fusionopolis Tower A,Feedback,Lighting,Basement 2,,Light not working at carpark B2 lot 176 & B3 lot 134,C&W tech verified on site ,"Replaced 2nos tube, 2nos T5 840 4 feet",23/3/2017 03:01 PM,23/3/2017 10:00 PM,23/3/2017 11:00 PM,,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/3/2017 09:37 AM,MA A'Star,Mariana,Fusionopolis Tower B,Feedback,Lift,Level 1,,PL18 door problem,Lee Otis recified on site ,Otis contractor follow up,24/3/2017 09:38 AM,,,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, 9 March 2017 01:30",JTC,Steven Lee,Blk 2,Feedback,Electrical,Level 1,No,No power supply,Power Trip,Checked for faulty equipment and reset DB,"Thursday, 9 March 2017 01:35","Thursday, 9 March 2017 02:15","Thursday, 9 March 2017 02:45",,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, 9 March 2017 10:10",FMC,Magdalene,PDL Hall C,Feedback,Lighting,Level 1,,External lighting was not turned off,Timer switch trip,Checked DB and timer,"Thursday, 9 March 2017 10:17","Thursday, 9 March 2017 10:30","Thursday, 9 March 2017 10:37",,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, 9 March 2017 09:15",JTC,Johan,Blk 1,Feedback,Air-conditioning,Level 2,No,Unpleasent smell in office,No unusual / adversed finding,Cleaned air-con filters and checked room ,"Thursday, 9 March 2017 09:17","Thursday, 9 March 2017 09:30","Thursday, 9 March 2017 10:05",,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, 10 March 2017 11:13",JTC,Kam,Exit line within Lamp post 7A,Feedback,pothole checkpoint line,Road,,2  potholes found,Found at existing checking point line,Repaired term contractor ,Saturday 10 March 2017 11:13,Saturday 10 March 2017 11:13,Saturday 10 March 2017 11:13,,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, 10 March 2017 21:19",JTC,Johan,Blk 1,Compliment,Others,Level 1,,Assistance to conduct proper checks and disposal of written off items,N.A.,N.A.,"Friday, 10 March 2017 21:19","Friday, 10 March 2017 21:19","Friday, 10 March 2017 21:19",,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, 17 March 2017 10:00",JTC,Kam,Blk 1,Feedback,Cleaning,Level 1,,Cleaning at arrival hall  walk way,Arrival hall walk way dusty,Clean walk way,"Friday, 17 March 2017 10:10","Friday, 17 March 2017 10:10","Friday, 17 March 2017 10:25",,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, 17 March 2017 10:03",JTC,Yan Ru,Tower 3,Feedback,Lighting,staircase,,Tower 3 staircase light not working,Light not working,Change tube,"Friday, 17 March 2017 10:23","Friday, 17 March 2017 10:23","Friday, 17 March 2017 10:23",,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, 17 March 2017 10:03",JTC,Yan Ru,Tower  & 8,Feedback,other M&E,Level 2,,Fan cannot oscillate,Old Fan. Need replaced,Put up Request to replaced,"Friday, 17 March 2017 10:29","Friday, 17 March 2017 10:29","Friday, 17 March 2017 10:29",,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday 22 March 2017  1630,JTC,Joanne Tan,Oasis all Level Carpark,Feedback,Cleaning, 1 to 8 Levels,,Generally  need to touch up, Paper Cup/Cigarette butt,minor touch up,Wednesday 22 March 2017  1651,Wednesday 22 March 2017  1651,Wednesday 22 March 2017  1651,,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, 24 March 2017 13:30",FMC,Hari,Blk 1,Feedback,Sanitary & Plumbing,Level 1,,Toilet Flushing Non-Stop ,Flush faulty,Rectify flush,"Friday, 24 March 2017 13:35","Friday, 24 March 2017 15:30","Friday, 24 March 2017 16:30",,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 0:00,Weng Soon Pte Ltd,Ms Joyceln Chua,22 Woodlands,Compliment,,#01-27,,Good Channel of Feedback,FMC work proactively to service our clients by approaching the tenants for their requests and queries which were recorded on the FMC?s feedback chits.  The FMC receives good response pertaining to this channel of communication as feedback from Ms Joceyln Chua. ,,,,,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2017 0:00,Coolspec Engineering Pte Ltd,Ms Ivy,20 Woodlands,Compliment,,#06-21,,Responsiveness,"Ms Ivy approached FMC for an authorisation letter from JTC to facilitate processing of their application for water sub meter. FMC immediately wrote to Mr Zhang. On receipt of the letter sent via email, FMC quickly print it and hand delivered it to tenant instead of waiting for the posted letter which might take 2-3 days. FMC was complimented by Mr Zhang and tenant concerned for prompt support rendered.",,,,,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/2017 0:00,Anacle,Mr Edward Tong,F1,Compliment,,Level 1 Reception,,Good Communication & Responsiveness,"Hi Mark,
 
Thank you very much for your reply and really appreciate your sincerity, explanation and clarification. 
",,,,,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.02.2017,Searching Offshore Pte Ltd,Ms Felicia,Penjuru Close,Feedback,Pest Control,Blk 28E #01-07,,Pigeon droppings outside the unit.,Pigeon droppings on pavement infront of the unit.,Cleaning term contractor washed the pavement and cleared the bird droppings.,2/27/2017 9:06,27.02.2017,27.02.2017,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.02.2017,Tech Engineering,Betty,Pandan Loop Phase 1,Feedback,Others,Blk B #01-130,,Pungent smell at Unit 130 Pandan Phase 1,Chemical smell,PO Ridzuan visited the mentioned unit together with JTC officer Sally and advised the tenant to minimise the smell.,2/27/2017 14:00,27.02.2017,27.02.2017,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.02.2017,JTC,Ishak Bin Jalil,Kranji Road,Feedback,Cleanliness ,- Bin Centre,,Get Oneberry to check CCTV who threw the canopy at Kranji shophouse bin centre. ,Canopy thrown at Kranji shophouse bin centre. ,Cleaner term contractor cleared the item. SFM Steven acknowledged to contact Oneberry and update. ,2/28/2017 11:00,28.02.2017,28.02.2017,,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.02.2017,QXY Resources Pte. Ltd.,Irene,Penjuru Close,Feedback,Sanitary & Plumbing,Blk 28A #01-04,,Tap for water meter dislocated.,Inspected water tap joint tread broken and stuck inside the pipe. Water supply shut off by their worker.,Lessee will engage their own contractor to repair pipe and the faulty water tap.,2/28/2017 15:30,28.02.2017,28.02.2017,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.03.2017,QXY Resources Pte. Ltd.,Irene,Penjuru Close,Feedback,Fire Protection System,Blk 28A #01-04,No,Fire alarm activated,Fire alarm trigger due to false alarm. Fire alarm panel battery faulty.,Fire protection system informed to replace the faulty battery.,in progress,01.03.2017,in progress,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.03.2017,JTC,Wong Chin Leong,Pandan Loop Phase 3,Feedback,Cleanliness ,- Bin Centre,,Ice at bin centre ph 3,Ice thrown on the drain at bin centre.,Cleaning term contractor clearead  the ice.,3/2/2017 14:33,02.03.2017,02.03.2017,,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.03.2017,Omni Aquatic Supplies Pte. Ltd.,Mr. Phua,Pandan Loop Phase 3,Feedback,Electrical ,Blk V #01-173,No,Pandan 3 unit 173 have power trip,Equipment overload from tenant's unit caused the power trip.,Electrical term contractor attended and restored the power.,3/4/2017 16:45,04.03.2017,04.03.2017,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.03.2017,JTC,Mohamad Arjunaidi Bin Wotoh,Pandan Loop Phase 1,Feedback,Carpark,- Driveway,,Van blocking entrance,Vehicle no. GZ9470Y illegally parked and blocked the entrance driveway.,Notice of illegal parking issued.,3/6/2017 11:37,06.03.2017,06.03.2017,,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.03.2017,JTC,Mohamad Arjunaidi Bin Wotoh,Pandan Loop Phase 1,Feedback,Driveway,Blk E #01-114,,Main road pothole,Pothole on the main road.,Informed building term contractor to check and rectify.,in progress,06.03.2017,in progress,,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.03.2017,JTC,Mohamad Arjunaidi Bin Wotoh,Pandan Loop Phase 1,Feedback,Cleanliness ,Blk D #01-126,,Gravel on turf.,Gravel on turf.,Engaged with tenant to clear the gravel.,in progress,06.03.2017,in progress,,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.03.2017,JTC,Mohamad Arjunaidi Bin Wotoh,Pandan Loop Phase 1,Feedback,Drainage,Blk B -,,Blk B drain choked high level,Drain at Blk B choked.,Informed cleaning term contractor to clear the drain.,in progress,06.03.2017,in progress,,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.03.2017,JTC,Mohamad Arjunaidi Bin Wotoh,Pandan Loop Phase 1,Feedback,Driveway,Blk I -,,Blk I main road pothole,Pothole on the main road at Blk I.,Informed building term contractor to check and rectify.,in progress,06.03.2017,in progress,,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.03.2017,JTC,Mohamad Arjunaidi Bin Wotoh,Pandan Loop Phase 1,Feedback,Cleanliness ,- Bin Centre,,Bins full,Bins full,Cleaning term contractor clearead  bins and surrounding area.,3/6/2017 11:55,06.03.2017,06.03.2017,,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.03.2017,JTC,Mohamad Arjunaidi Bin Wotoh,Pandan Loop Phase 1,Feedback,Electrical ,Blk I #01-42,No,42 terminal box left open pls close it,Terminal box at unit 42 is open.,PO Ridzuan engaged tenant to rectify.,3/6/2017 13:00,06.03.2017,06.03.2017,,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.03.2017,JTC,Mohamad Arjunaidi Bin Wotoh,Pandan Loop Phase 1,Feedback,Driveway,Blk H #01-72,,72 main road pothole,Pothole on the main road near unit #01-72.,Informed building term contractor to check and rectify.,in progress,06.03.2017,in progress,,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
